groupid,gender1,gender2,gender3,gender4,round2score1,round2score2,round2score3,round2score4,round3score1,round3score2,round3score3,round3score4,id1,id2,id3,id4
163,1,2,2,1,28,30,24,23,15,22,29,32,326,854,844,81
164,2,2,1,1,19,22,32,32,42,39,8,25,745,843,78,263
165,1,2,1,2,33,22,20,22,15,26,30,19,74,564,423,619
166,2,1,2,1,32,31,35,28,33,37,28,28,933,25,588,205
167,1,1,2,2,27,32,26,34,19,13,34,29,402,451,530,691
168,2,1,1,2,25,30,33,33,20,6,17,29,621,343,453,974
169,1,2,1,2,27,27,30,30,47,37,21,14,179,663,478,912
170,2,1,2,1,25,30,22,21,50,26,12,27,602,316,703,482
171,1,2,2,1,29,28,24,26,12,54,31,35,431,701,776,374
172,1,2,1,2,26,34,29,26,17,13,27,24,160,590,232,819
173,1,1,2,2,19,28,34,28,29,31,26,10,336,383,637,896
174,1,2,1,2,28,33,26,25,41,28,19,15,276,922,99,849
175,2,1,2,1,32,30,18,29,47,23,29,23,800,142,626,405
176,1,1,2,2,34,21,24,26,39,32,30,27,176,100,651,504
177,1,1,2,2,20,36,35,36,22,32,37,28,456,192,561,741
178,2,1,1,2,31,30,22,34,25,14,34,22,738,407,238,719
179,1,1,2,2,23,29,28,33,33,34,24,26,424,325,577,945
180,2,1,2,1,23,27,28,20,11,26,35,21,777,19,884,460
181,2,1,2,1,28,24,32,20,20,33,34,40,593,438,826,419
182,1,1,2,2,27,25,27,32,25,24,21,24,379,298,967,810
183,1,2,2,1,32,25,24,24,13,48,32,27,168,817,813,70
184,1,2,2,1,22,26,30,30,38,30,29,21,391,678,820,88
185,2,1,1,2,19,30,23,29,24,31,47,31,804,390,416,517
186,1,2,1,2,25,33,19,28,36,14,39,40,242,551,41,762
187,1,2,2,1,21,24,32,32,42,28,34,15,303,534,604,472
188,2,1,2,1,27,38,22,23,33,18,18,24,829,85,789,432
189,1,2,1,2,27,24,34,25,38,31,28,27,60,525,133,752
190,2,1,1,2,24,26,24,38,28,20,26,17,900,203,493,666
191,1,2,2,1,29,11,30,17,33,38,36,11,378,744,837,5
192,2,1,1,2,21,21,26,29,29,24,35,28,686,370,287,700
193,2,2,1,1,26,32,25,27,39,34,27,30,549,935,359,178
194,1,2,1,2,33,39,25,24,37,4,23,17,498,902,116,785
195,2,2,1,1,23,32,24,19,20,40,22,23,891,904,427,459
196,2,1,2,1,21,28,31,29,35,35,18,4,866,108,657,381
197,2,1,1,2,29,30,20,20,47,28,28,35,982,36,183,731
198,2,1,1,2,20,35,35,26,13,28,28,16,848,330,191,920
199,1,2,1,2,23,22,31,26,30,24,34,1,167,948,496,818
200,1,2,1,2,24,30,31,20,53,48,15,35,97,994,149,506
201,2,2,1,1,21,30,27,31,12,20,26,30,908,541,87,285
202,1,2,2,1,32,25,29,34,18,21,34,7,386,571,794,221
203,1,2,2,1,31,37,24,33,23,42,27,33,18,852,921,30
204,1,2,1,2,30,28,35,33,8,20,53,38,198,951,408,540
205,2,1,1,2,30,28,26,25,14,26,15,21,503,139,337,557
206,1,1,2,2,32,24,16,15,31,19,23,18,54,449,870,661
207,1,2,2,1,25,34,24,25,18,24,27,34,224,987,858,223
208,1,1,2,2,23,23,16,33,11,31,18,22,440,90,998,963
209,2,2,1,1,34,20,27,30,35,15,15,9,903,946,430,92
210,1,2,2,1,34,29,41,22,30,42,37,39,195,600,893,162
211,1,2,2,1,29,29,18,36,34,12,4,34,492,751,808,216
212,1,1,2,2,25,28,24,33,24,17,43,20,464,429,674,781
213,1,2,2,1,25,36,36,15,16,31,20,33,115,838,758,177
214,1,2,1,2,25,32,21,24,26,6,32,38,64,879,50,518
215,2,2,1,1,32,19,24,30,19,-5,30,13,862,999,20,261
216,2,1,2,1,33,35,26,35,33,31,55,38,805,382,662,468
217,2,1,2,1,30,34,26,25,31,25,47,19,855,129,869,56
218,1,1,2,2,34,31,26,27,9,19,44,29,66,256,586,722
219,2,1,2,1,27,19,13,24,25,24,25,33,806,52,737,231
220,1,1,2,2,26,20,26,29,42,15,22,24,489,271,828,748
221,1,2,2,1,19,26,26,21,31,36,22,9,113,857,718,217
222,1,1,2,2,26,38,35,26,26,24,24,17,109,82,682,558
223,1,2,2,1,28,25,34,14,42,31,21,32,180,953,550,57
224,1,2,1,2,33,17,25,21,19,15,34,17,38,886,327,609
225,1,2,2,1,27,28,24,27,32,8,18,16,135,706,669,372
226,1,2,1,2,28,30,29,24,44,27,36,30,76,611,137,834
227,2,2,1,1,23,23,25,36,23,22,28,22,850,980,306,151
228,2,2,1,1,27,22,23,31,23,14,19,36,676,977,319,119
229,2,1,1,2,21,27,36,14,18,24,17,20,978,344,6,965
230,1,2,1,2,19,26,30,28,27,6,14,37,243,513,260,943
231,2,2,1,1,19,28,28,28,35,43,25,34,985,860,164,310
232,2,2,1,1,25,28,17,29,28,10,15,28,592,664,465,199
233,1,2,1,2,23,31,33,28,14,38,32,37,433,833,69,968
234,1,2,1,2,18,27,21,21,42,26,18,7,363,603,152,684
235,2,2,1,1,28,26,25,27,20,27,32,31,568,648,313,409
236,1,1,2,2,23,34,26,36,11,20,21,18,138,22,736,529
237,2,2,1,1,31,23,29,23,23,38,36,13,523,516,473,169
238,2,2,1,1,33,22,34,26,47,6,13,27,753,723,44,442
239,2,1,2,1,33,22,26,31,29,33,27,44,509,387,567,356
240,1,2,1,2,20,29,29,24,36,39,24,23,193,915,61,950
241,2,1,2,1,23,34,25,28,35,33,40,32,566,102,645,248
242,2,1,1,2,35,27,35,25,21,18,13,38,665,187,245,672
243,1,2,2,1,33,28,31,31,15,38,37,17,373,847,690,262
244,1,1,2,2,19,30,23,26,12,21,24,23,47,141,575,832
245,1,2,2,1,35,32,25,30,17,36,19,39,334,959,531,349
246,2,2,1,1,36,23,24,25,30,19,29,21,864,889,48,293
247,2,1,2,1,21,20,27,23,26,42,28,12,585,228,732,417
248,1,2,1,2,27,21,26,16,16,32,38,23,450,616,39,988
249,1,2,2,1,21,25,28,34,36,28,2,29,80,688,644,1
250,2,2,1,1,30,28,31,32,22,33,23,34,768,917,292,443
