groupid,gender1,gender2,gender3,gender4,round2score1,round2score2,round2score3,round2score4,round3score1,round3score2,round3score3,round3score4,id1,id2,id3,id4
200,0,0,0,0,32,28,23,26,26,24,35,19,729,135,520,60
201,0,0,0,0,29,29,23,25,21,17,18,18,471,154,692,799
202,0,0,0,0,25,26,25,26,34,10,30,20,821,191,658,347
203,0,0,0,0,35,26,25,28,30,18,38,31,485,878,27,635
204,0,0,0,0,26,22,34,23,13,30,30,35,235,820,726,245
205,0,0,0,0,33,30,27,33,19,45,36,22,958,650,43,405
206,0,0,0,0,27,31,13,21,25,30,10,23,479,846,307,580
207,0,0,0,0,16,25,22,29,50,22,36,35,926,731,430,420
208,0,0,0,0,20,28,26,36,23,35,10,35,514,371,25,894
209,0,0,0,0,30,29,27,30,27,16,58,14,589,360,75,681
210,0,0,0,0,29,17,19,30,25,30,37,41,277,940,246,870
211,0,0,0,0,26,23,29,27,49,13,24,23,974,613,295,196
212,0,0,0,0,27,32,30,19,29,18,29,41,414,950,806,113
213,0,0,0,0,34,28,22,30,35,30,48,29,320,637,421,963
214,0,0,0,0,28,23,32,38,38,29,29,22,110,151,679,704
215,0,0,0,0,29,19,24,31,37,19,15,-1,565,257,14,877
216,0,0,0,0,34,23,20,22,17,29,26,44,817,229,401,993
217,0,0,0,0,30,25,21,23,40,24,25,21,507,675,465,363
218,0,0,0,0,31,32,27,28,32,20,40,8,590,336,169,542
219,0,0,0,0,24,17,28,21,39,41,24,43,310,261,881,832
220,0,0,0,0,25,24,14,39,26,20,22,29,484,174,812,553
221,0,0,0,0,22,30,19,20,18,24,27,31,748,466,796,157
222,0,0,0,0,36,31,19,24,27,26,44,47,928,696,248,445
223,0,0,0,0,36,32,25,22,25,27,12,24,710,783,172,69
224,0,0,0,0,29,23,33,27,29,33,21,31,813,904,372,315
225,0,0,0,0,25,25,31,26,18,54,21,33,392,977,689,160
226,0,0,0,0,24,24,26,23,42,28,15,21,966,707,236,118
227,0,0,0,0,23,30,23,31,29,44,31,29,222,766,153,745
228,0,0,0,0,30,20,33,19,16,23,34,16,71,477,684,633
229,0,0,0,0,24,23,33,37,31,18,22,38,787,399,944,156
230,0,0,0,0,34,29,28,26,27,26,8,40,434,506,678,344
231,0,0,0,0,21,32,21,34,37,38,16,31,800,203,147,791
232,0,0,0,0,27,25,39,20,17,41,32,32,192,285,998,600
233,0,0,0,0,26,21,34,25,13,26,32,45,356,949,599,411
234,0,0,0,0,24,24,25,24,35,44,31,41,184,601,30,793
235,0,0,0,0,31,33,28,23,31,45,33,37,775,221,105,871
236,0,0,0,0,27,29,28,28,13,15,33,42,286,531,358,525
237,0,0,0,0,26,28,31,37,17,22,46,39,64,262,803,856
238,0,0,0,0,25,34,34,33,28,25,12,23,251,879,149,562
239,0,0,0,0,31,23,25,24,39,25,41,27,495,942,383,913
240,0,0,0,0,22,28,34,25,13,28,36,37,162,755,498,836
241,0,0,0,0,28,25,24,26,18,24,38,25,936,959,175,54
242,0,0,0,0,16,29,30,24,21,38,21,21,125,115,901,569
243,0,0,0,0,25,19,25,29,27,24,16,13,120,632,293,579
244,0,0,0,0,24,15,32,29,39,24,41,28,979,457,830,134
245,0,0,0,0,35,27,29,38,24,20,37,30,355,965,636,63
246,0,0,0,0,30,29,31,27,21,12,41,55,198,794,7,858
247,0,0,0,0,21,22,33,24,22,15,37,31,929,468,645,474
248,0,0,0,0,27,27,24,30,17,22,13,27,45,549,651,230
249,0,0,0,0,23,21,27,30,23,26,32,27,213,838,951,204
250,0,0,0,0,36,21,25,25,43,26,45,19,532,960,61,180
