groupid,gender1,gender2,gender3,gender4,round2score1,round2score2,round2score3,round2score4,round3score1,round3score2,round3score3,round3score4,id1,id2,id3,id4
39,0,0,0,0,36,19,31,26,13,50,27,14,980,520,45,491
40,0,0,0,0,24,29,26,28,28,38,5,18,270,529,762,131
41,0,0,0,0,20,19,24,28,17,37,14,22,655,146,499,869
42,0,0,0,0,25,33,27,30,30,23,30,38,602,941,393,47
43,0,0,0,0,38,28,25,27,29,33,20,46,966,663,24,85
44,0,0,0,0,19,28,29,22,19,30,42,11,482,678,758,448
45,0,0,0,0,31,26,31,26,14,27,32,19,297,368,594,532
46,0,0,0,0,26,23,21,30,17,40,19,25,833,692,371,110
47,0,0,0,0,24,24,30,26,43,42,37,43,298,691,850,308
48,0,0,0,0,40,24,24,21,24,21,33,6,505,130,414,536
49,0,0,0,0,24,29,34,31,42,6,26,32,377,680,564,53
50,0,0,0,0,22,31,27,35,33,17,12,18,426,672,962,168
51,0,0,0,0,25,34,19,29,29,38,27,14,597,296,213,974
52,0,0,0,0,20,30,27,19,39,23,20,38,568,306,257,796
53,0,0,0,0,32,31,25,31,24,31,12,32,667,299,370,970
54,0,0,0,0,22,26,27,29,15,34,28,32,357,638,421,936
55,0,0,0,0,28,22,27,20,40,30,38,25,541,488,435,527
56,0,0,0,0,13,24,27,30,42,33,15,28,427,515,489,620
57,0,0,0,0,29,19,25,25,29,20,42,28,369,205,504,932
58,0,0,0,0,36,26,27,25,18,36,35,29,175,349,756,511
59,0,0,0,0,25,31,27,20,17,16,28,17,548,649,183,493
60,0,0,0,0,28,35,24,22,20,37,31,25,982,62,745,494
61,0,0,0,0,23,30,16,29,14,28,33,17,933,724,227,54
62,0,0,0,0,24,26,38,28,12,24,19,21,315,616,149,855
63,0,0,0,0,31,32,24,21,39,35,29,38,940,271,36,958
64,0,0,0,0,32,29,29,24,24,42,16,32,861,208,81,839
65,0,0,0,0,19,30,33,26,19,27,10,37,816,566,478,479
66,0,0,0,0,22,21,35,30,35,38,22,26,748,570,295,139
67,0,0,0,0,31,32,29,24,38,19,28,35,333,685,918,32
68,0,0,0,0,26,21,26,31,10,14,15,26,981,2,301,523
69,0,0,0,0,35,27,19,27,30,24,27,28,847,433,412,807
70,0,0,0,0,32,20,26,38,42,41,19,10,843,696,108,423
71,0,0,0,0,26,23,30,33,31,37,15,29,432,835,287,770
72,0,0,0,0,37,32,30,30,22,10,27,18,931,559,125,471
73,0,0,0,0,20,31,25,30,23,23,25,37,900,323,586,137
74,0,0,0,0,38,29,22,28,36,8,31,50,693,476,506,103
75,0,0,0,0,26,30,31,35,15,21,9,36,48,917,755,198
76,0,0,0,0,33,31,36,33,41,27,27,25,726,415,524,338
77,0,0,0,0,28,28,30,32,15,32,46,23,865,606,52,331
78,0,0,0,0,28,35,26,30,25,10,41,21,911,158,763,280
79,0,0,0,0,30,35,31,25,24,8,25,33,351,710,733,59
80,0,0,0,0,21,24,30,26,13,36,28,30,321,952,419,985
81,0,0,0,0,22,25,18,25,43,14,33,27,832,507,312,416
82,0,0,0,0,25,24,24,34,36,34,29,26,102,267,928,633
83,0,0,0,0,32,20,24,25,23,32,20,32,695,461,223,885
84,0,0,0,0,37,27,36,33,22,30,32,24,398,913,509,485
85,0,0,0,0,27,21,24,28,21,19,12,31,78,540,923,345
86,0,0,0,0,20,28,34,28,35,23,24,14,46,573,247,994
87,0,0,0,0,27,26,24,34,34,12,33,43,517,194,500,533
88,0,0,0,0,25,24,29,29,52,13,45,29,623,408,425,612
89,0,0,0,0,31,22,29,25,16,35,59,17,793,402,410,904
90,0,0,0,0,27,25,33,31,33,27,27,14,328,481,719,837
91,0,0,0,0,23,23,30,20,32,21,45,22,645,261,281,790
92,0,0,0,0,24,28,32,33,36,37,18,10,871,255,648,469
93,0,0,0,0,24,23,17,24,19,21,20,40,153,363,553,968
94,0,0,0,0,34,27,17,21,22,20,26,18,806,767,169,274
95,0,0,0,0,34,25,21,25,31,42,31,13,72,441,513,961
96,0,0,0,0,25,25,32,31,32,36,17,15,4,531,359,930
97,0,0,0,0,28,15,30,24,45,33,31,22,530,444,738,265
98,0,0,0,0,21,22,21,25,26,19,30,-2,883,115,178,956
99,0,0,0,0,26,30,19,28,26,21,18,22,117,203,634,590
100,0,0,0,0,34,32,29,27,46,17,26,26,686,341,611,152
101,0,0,0,0,32,24,29,29,30,50,27,16,682,894,155,22
102,0,0,0,0,17,24,26,23,31,28,28,22,91,605,143,574
103,0,0,0,0,15,32,30,28,37,31,20,10,64,829,440,803
104,0,0,0,0,31,32,28,28,34,33,27,29,364,486,674,608
105,0,0,0,0,27,37,22,23,21,40,17,37,73,12,813,768
106,0,0,0,0,30,34,25,28,28,34,33,25,431,455,723,598
107,0,0,0,0,19,15,33,29,36,27,37,28,92,754,445,1000
108,0,0,0,0,30,19,18,29,35,40,28,16,979,21,662,111
109,0,0,0,0,30,27,17,29,40,30,23,33,887,468,945,266
110,0,0,0,0,36,34,23,34,19,8,37,29,955,293,484,575
111,0,0,0,0,26,33,28,25,23,12,20,33,747,610,55,325
112,0,0,0,0,19,30,27,30,32,42,21,21,879,216,31,910
113,0,0,0,0,35,31,25,27,39,4,26,31,694,86,873,98
114,0,0,0,0,23,34,37,19,17,27,27,23,104,921,186,539
115,0,0,0,0,29,20,23,34,27,37,17,15,880,60,40,554
116,0,0,0,0,28,25,31,33,15,24,25,33,502,388,70,679
117,0,0,0,0,24,25,36,32,23,22,27,37,326,617,715,237
118,0,0,0,0,31,25,20,35,29,31,39,28,577,862,254,37
119,0,0,0,0,29,32,28,29,33,15,35,25,25,688,283,920
120,0,0,0,0,23,27,26,28,14,17,26,37,189,859,628,200
121,0,0,0,0,22,34,20,31,36,36,24,16,946,113,772,124
122,0,0,0,0,29,24,27,26,18,28,20,23,558,336,277,797
123,0,0,0,0,26,22,31,27,39,24,45,19,243,760,521,405
124,0,0,0,0,17,27,28,35,16,29,16,22,544,10,157,704
125,0,0,0,0,21,35,29,26,11,22,17,28,228,13,731,820
126,0,0,0,0,28,27,24,18,22,24,34,19,546,262,380,769
127,0,0,0,0,26,29,32,31,22,11,36,19,224,579,411,613
128,0,0,0,0,28,28,34,27,42,11,35,42,535,218,547,409
129,0,0,0,0,31,32,31,20,15,19,26,19,44,318,998,800
130,0,0,0,0,28,18,29,20,37,33,38,28,230,354,854,584
131,0,0,0,0,30,30,35,26,37,33,27,7,630,650,94,327
132,0,0,0,0,34,28,30,26,33,27,28,30,41,699,951,340
133,0,0,0,0,35,38,22,23,42,20,20,33,221,362,582,902
134,0,0,0,0,23,33,25,29,27,42,27,27,764,123,893,395
135,0,0,0,0,28,27,21,26,16,26,36,10,621,397,249,909
136,0,0,0,0,26,28,29,27,20,38,22,11,313,329,730,786
137,0,0,0,0,33,27,28,21,28,39,17,30,209,615,736,453
138,0,0,0,0,31,26,27,29,30,19,12,43,698,322,84,992
139,0,0,0,0,31,23,31,30,32,36,33,32,438,244,600,818
140,0,0,0,0,20,35,20,26,29,17,15,20,510,474,238,718
141,0,0,0,0,35,31,36,30,24,31,19,40,632,451,154,550
142,0,0,0,0,20,28,27,26,22,18,17,17,991,497,542,68
143,0,0,0,0,27,19,32,25,19,29,28,28,565,942,450,135
144,0,0,0,0,21,21,23,32,34,35,-6,27,996,456,406,912
145,0,0,0,0,38,43,25,32,29,31,36,31,560,360,886,245
146,0,0,0,0,29,26,23,37,43,3,34,37,810,248,857,163
147,0,0,0,0,22,23,22,28,22,28,34,43,922,673,190,339
148,0,0,0,0,24,25,23,27,29,4,34,32,417,689,555,290
149,0,0,0,0,24,19,21,31,11,28,8,26,17,107,836,965
150,0,0,0,0,24,25,32,31,20,26,33,20,881,120,116,700
151,0,0,0,0,32,27,34,24,38,33,29,35,601,80,924,66
152,0,0,0,0,23,20,29,32,28,12,30,32,868,179,373,588
153,0,0,0,0,30,22,25,32,31,32,43,30,812,743,50,490
154,0,0,0,0,27,23,30,24,29,28,16,31,819,636,61,234
155,0,0,0,0,17,24,29,19,22,36,23,30,18,826,938,145
156,0,0,0,0,20,26,22,28,26,26,18,31,614,780,127,226
157,0,0,0,0,28,21,33,30,31,29,40,36,346,177,860,927
158,0,0,0,0,32,33,36,27,17,14,24,37,496,907,842,188
159,0,0,0,0,26,28,26,31,31,21,23,16,653,166,428,845
160,0,0,0,0,33,26,22,21,16,13,31,20,307,934,858,100
161,0,0,0,0,28,26,36,29,21,21,48,40,93,841,161,777
162,0,0,0,0,31,24,20,30,29,21,23,26,775,288,220,705
163,0,0,0,0,32,32,25,22,20,38,23,21,889,343,765,365
164,0,0,0,0,29,24,25,28,18,24,16,35,16,978,171,903
165,0,0,0,0,32,31,19,17,18,46,17,39,947,562,372,167
166,0,0,0,0,35,26,33,29,26,22,21,40,785,401,39,644
167,0,0,0,0,31,29,27,31,29,15,35,23,643,929,109,3
168,0,0,0,0,29,32,22,26,6,22,20,27,126,840,815,14
169,0,0,0,0,26,27,19,33,12,34,11,12,721,239,789,187
170,0,0,0,0,26,25,26,30,20,47,43,47,30,275,821,652
171,0,0,0,0,29,25,36,27,25,24,26,6,105,884,569,429
172,0,0,0,0,28,23,32,29,28,30,34,13,264,830,805,464
173,0,0,0,0,28,24,35,26,29,10,31,18,465,825,963,75
174,0,0,0,0,23,21,26,21,17,38,33,5,309,725,895,300
175,0,0,0,0,26,29,30,24,36,39,38,29,799,49,890,71
176,0,0,0,0,21,26,28,28,27,33,14,24,750,317,664,467
177,0,0,0,0,21,26,30,31,34,25,46,15,583,58,350,660
178,0,0,0,0,28,26,29,27,16,44,15,18,817,173,665,348
179,0,0,0,0,33,28,26,25,9,27,32,14,206,214,526,831
180,0,0,0,0,25,33,22,7,16,26,16,34,687,242,29,964
181,0,0,0,0,31,31,23,18,40,23,17,20,403,969,147,741
182,0,0,0,0,30,28,32,31,28,32,26,23,898,118,162,690
183,0,0,0,0,25,24,26,26,32,32,17,27,443,508,766,304
184,0,0,0,0,24,20,33,38,29,25,27,24,732,211,851,347
185,0,0,0,0,30,15,31,37,22,13,34,26,729,236,65,629
186,0,0,0,0,24,26,35,23,26,43,37,22,746,624,7,215
187,0,0,0,0,21,23,21,29,23,25,26,65,716,210,892,69
188,0,0,0,0,29,35,24,24,30,18,36,25,33,995,394,744
189,0,0,0,0,33,21,16,33,25,27,16,49,809,646,27,97
190,0,0,0,0,21,30,24,16,43,47,30,28,808,387,811,305
191,0,0,0,0,28,21,31,25,35,17,44,26,973,516,376,459
192,0,0,0,0,33,30,29,31,17,48,34,25,957,776,282,334
193,0,0,0,0,34,30,30,22,30,27,34,22,627,20,99,543
194,0,0,0,0,39,27,30,25,31,28,27,30,937,827,278,259
195,0,0,0,0,21,27,28,22,26,26,42,10,101,990,846,473
196,0,0,0,0,35,22,24,39,41,17,17,39,671,1,722,332
197,0,0,0,0,27,19,32,28,35,19,22,23,197,751,384,749
198,0,0,0,0,34,25,32,30,34,32,31,31,971,311,316,518
199,0,0,0,0,24,25,35,23,28,26,33,35,378,193,666,983
200,0,0,0,0,25,27,30,28,36,7,37,8,232,906,202,779
201,0,0,0,0,34,18,27,28,32,7,20,16,128,949,707,26
202,0,0,0,0,26,27,23,19,23,24,23,26,77,483,537,528
203,0,0,0,0,28,26,18,22,12,44,31,31,472,802,856,96
204,0,0,0,0,25,31,35,26,39,53,45,26,430,753,439,872
205,0,0,0,0,23,17,30,28,34,33,37,25,625,201,782,320
206,0,0,0,0,27,22,21,23,29,28,26,24,681,498,959,241
207,0,0,0,0,26,33,28,22,51,32,49,30,400,285,870,783
208,0,0,0,0,35,20,19,36,17,32,23,28,916,379,89,576
209,0,0,0,0,29,16,31,16,29,16,20,19,798,114,475,752
210,0,0,0,0,20,26,34,26,21,1,35,41,324,874,191,948
211,0,0,0,0,23,25,21,29,34,14,26,16,784,302,631,246
212,0,0,0,0,28,26,28,34,24,30,33,21,129,112,989,788
213,0,0,0,0,31,31,18,23,27,30,10,24,896,413,580,235
214,0,0,0,0,36,37,15,31,35,28,42,36,466,792,196,656
215,0,0,0,0,28,27,25,24,25,37,31,18,480,742,572,389
216,0,0,0,0,22,21,23,24,36,35,45,17,6,849,492,596
217,0,0,0,0,35,27,24,27,33,10,32,33,589,457,252,888
218,0,0,0,0,28,31,24,28,35,28,27,15,592,551,269,452
219,0,0,0,0,29,28,30,24,14,25,36,29,658,407,314,599
220,0,0,0,0,36,22,24,41,24,18,31,36,525,15,727,289
221,0,0,0,0,22,28,23,27,33,40,25,30,258,953,864,342
222,0,0,0,0,28,23,26,24,23,14,32,31,683,642,291,470
223,0,0,0,0,44,38,31,32,24,7,37,22,231,795,556,391
224,0,0,0,0,29,30,25,30,34,11,33,26,801,76,578,141
225,0,0,0,0,26,22,22,27,31,23,8,12,967,279,446,919
226,0,0,0,0,15,32,27,32,38,30,19,38,375,63,814,571
227,0,0,0,0,29,24,32,27,31,32,39,35,587,781,294,119
228,0,0,0,0,36,23,28,29,27,42,28,13,897,877,79,122
229,0,0,0,0,23,29,35,25,46,31,22,15,703,132,607,38
230,0,0,0,0,35,20,24,28,14,11,16,21,355,90,863,706
231,0,0,0,0,22,30,28,30,21,17,30,30,437,794,172,501
232,0,0,0,0,34,18,32,29,27,27,20,35,626,358,720,233
233,0,0,0,0,21,28,23,29,32,42,15,22,67,164,986,977
234,0,0,0,0,30,31,19,34,22,27,4,24,708,420,95,926
235,0,0,0,0,37,24,31,30,8,45,18,22,487,702,925,273
236,0,0,0,0,24,30,18,34,32,18,20,8,344,383,654,640
237,0,0,0,0,31,33,25,29,33,34,16,44,276,138,848,976
238,0,0,0,0,29,34,22,28,17,23,10,30,11,866,353,713
239,0,0,0,0,20,32,29,37,29,35,23,39,709,337,595,140
240,0,0,0,0,31,28,19,34,32,17,38,18,253,734,462,773
241,0,0,0,0,28,32,35,26,17,32,28,21,495,914,204,522
242,0,0,0,0,29,29,27,32,32,34,20,17,824,915,272,43
243,0,0,0,0,26,20,29,29,1,36,16,25,436,714,609,182
244,0,0,0,0,22,32,28,24,28,22,23,7,876,449,774,195
245,0,0,0,0,27,24,31,23,15,19,36,13,366,185,670,878
246,0,0,0,0,26,31,25,28,28,32,28,36,997,82,675,217
247,0,0,0,0,35,30,19,19,27,28,5,44,771,23,374,757
248,0,0,0,0,23,26,28,23,28,36,9,34,567,950,319,144
249,0,0,0,0,36,19,29,18,32,37,33,53,828,83,174,676
250,0,0,0,0,19,32,25,24,31,41,9,27,677,268,57,875
