groupid,gender1,gender2,gender3,gender4,round2score1,round2score2,round2score3,round2score4,round3score1,round3score2,round3score3,round3score4,id1,id2,id3,id4
94,2,2,1,1,26,30,28,24,39,43,20,19,574,540,212,67
95,1,2,2,1,30,20,13,22,31,25,28,45,13,878,799,28
96,2,1,2,1,25,23,19,23,13,51,29,18,582,313,764,43
97,2,2,1,1,23,23,25,40,37,11,13,44,581,756,383,105
98,2,2,1,1,30,21,28,24,36,35,45,23,835,962,408,298
99,1,2,2,1,27,25,22,31,27,34,12,37,490,618,699,66
100,1,2,1,2,23,28,34,25,36,30,-2,14,3,646,186,823
101,2,1,1,2,25,32,37,29,15,18,26,32,532,147,75,586
102,1,2,2,1,29,35,29,25,11,16,24,13,277,535,759,219
103,1,2,1,2,25,28,26,26,25,4,27,39,103,899,346,877
104,2,2,1,1,29,29,28,34,37,30,27,26,517,612,216,70
105,1,2,2,1,27,19,30,35,39,26,32,34,325,886,875,428
106,2,2,1,1,33,30,27,25,19,32,37,14,778,538,120,489
107,2,2,1,1,28,25,29,20,21,21,31,26,802,888,164,127
108,1,2,2,1,33,17,29,26,22,34,35,41,431,716,881,215
109,2,2,1,1,37,34,22,32,23,40,32,22,743,753,338,29
110,2,1,2,1,21,26,24,28,25,15,8,13,840,239,762,259
111,1,2,1,2,27,25,18,34,19,9,26,2,310,587,290,636
112,2,2,1,1,24,34,27,25,24,16,30,33,702,584,89,118
113,1,2,1,2,43,30,27,33,24,27,25,-2,443,564,395,768
114,2,2,1,1,31,24,25,33,24,24,19,29,806,901,206,343
115,2,2,1,1,19,30,28,27,23,27,34,4,965,663,315,458
116,2,2,1,1,27,28,33,25,40,21,22,30,966,944,253,172
117,2,1,2,1,25,31,24,23,40,32,21,29,597,454,695,176
118,2,1,2,1,18,27,29,21,28,16,17,47,737,328,693,333
119,2,1,1,2,27,26,24,24,23,31,33,38,745,170,48,900
120,2,1,1,2,30,26,20,30,32,41,4,31,828,134,329,515
121,1,2,1,2,21,29,24,33,24,16,19,2,35,990,358,820
122,2,1,2,1,28,29,20,29,18,33,38,19,776,225,741,214
123,2,1,1,2,28,35,33,20,34,44,28,-2,935,166,475,653
124,2,1,2,1,26,31,22,22,15,37,22,18,730,205,557,278
125,1,1,2,2,28,33,20,23,41,21,48,29,80,87,676,953
126,1,1,2,2,31,30,20,18,28,32,20,8,181,157,845,933
127,1,1,2,2,25,30,21,22,8,34,42,27,94,496,796,983
128,2,2,1,1,33,26,17,26,20,34,34,44,847,672,393,193
129,1,2,2,1,30,29,26,31,14,25,21,34,492,822,714,427
130,1,2,1,2,20,40,23,31,20,26,19,6,204,791,200,793
131,1,2,2,1,26,18,29,30,27,33,24,39,434,696,601,156
132,1,2,1,2,30,28,33,27,35,20,37,9,369,995,133,733
133,1,1,2,2,21,25,25,39,24,8,37,21,320,167,578,690
134,2,1,1,2,29,26,30,29,52,38,22,38,779,15,468,864
135,1,2,2,1,24,26,30,27,18,27,39,15,422,894,667,270
136,1,2,1,2,22,27,23,31,34,25,26,38,196,969,61,575
137,1,2,2,1,33,44,28,31,15,35,22,27,500,803,947,117
138,1,2,1,2,22,25,27,27,18,18,23,27,185,718,276,529
139,1,2,1,2,29,37,23,33,36,29,22,22,495,954,426,542
140,1,2,1,2,30,20,33,33,25,30,47,25,384,567,255,734
141,2,1,2,1,22,26,36,29,12,29,43,21,685,246,637,163
142,1,2,2,1,29,33,31,25,43,29,14,20,223,817,883,138
143,2,2,1,1,26,22,19,35,23,38,30,31,512,537,374,289
144,1,2,1,2,24,29,23,23,32,26,34,34,409,760,207,757
145,2,1,1,2,31,37,26,28,8,26,21,15,805,263,189,809
146,2,1,2,1,25,34,25,35,19,26,11,24,548,97,509,390
147,2,1,1,2,25,28,29,29,26,9,28,35,885,21,323,682
148,1,1,2,2,25,24,25,26,15,37,38,15,145,478,818,783
149,2,1,2,1,23,31,31,21,38,33,15,6,525,76,937,59
150,2,2,1,1,21,25,30,28,23,23,30,23,786,614,439,321
151,2,1,1,2,33,32,26,27,23,16,28,14,551,65,260,570
152,1,1,2,2,25,26,26,22,24,14,25,31,350,99,648,638
153,1,2,1,2,39,28,41,26,35,25,18,30,95,588,361,654
154,1,2,1,2,23,26,28,31,36,30,15,38,436,728,47,911
155,1,2,1,2,29,24,28,22,41,32,9,23,136,608,362,647
156,1,2,2,1,21,33,24,23,24,39,18,25,385,631,684,481
157,1,1,2,2,28,28,25,29,24,24,21,27,486,465,506,977
158,1,2,1,2,37,21,20,24,30,41,40,15,288,923,283,826
159,1,1,2,2,27,19,30,26,8,29,37,28,299,23,621,717
160,1,2,1,2,31,24,19,23,19,45,24,35,62,996,5,860
161,1,2,1,2,21,23,27,28,17,29,32,45,254,501,410,681
162,2,1,2,1,25,23,28,28,43,4,15,21,961,169,853,285
163,1,1,2,2,23,32,24,19,24,37,47,25,49,45,531,556
164,2,1,2,1,32,29,28,23,42,29,30,17,552,57,792,477
165,1,1,2,2,33,24,25,31,27,18,17,24,68,268,957,766
166,2,1,2,1,24,30,20,35,45,43,12,26,816,488,857,339
167,2,2,1,1,28,30,29,25,21,26,26,16,549,560,74,406
168,1,1,2,2,22,30,25,32,22,34,14,29,82,208,572,870
169,2,2,1,1,29,26,27,17,11,37,36,32,700,856,51,180
170,2,1,1,2,34,21,21,16,32,29,26,38,906,286,373,812
171,1,2,2,1,24,23,24,37,12,13,19,15,202,727,507,382
172,1,2,1,2,30,26,29,26,-1,24,20,27,161,893,183,686
173,2,1,2,1,22,27,28,25,22,20,25,36,725,476,784,370
174,2,1,1,2,25,31,24,30,45,31,19,37,852,125,121,976
175,1,1,2,2,30,30,32,26,22,18,25,29,30,397,914,810
176,2,2,1,1,28,26,26,27,34,35,45,24,833,908,341,491
177,1,2,2,1,31,27,25,28,21,15,25,20,331,609,744,108
178,2,2,1,1,27,17,30,24,33,20,19,40,543,837,46,1
179,1,2,1,2,28,27,32,34,43,20,25,34,314,924,11,838
180,2,1,2,1,26,27,20,21,35,36,30,31,569,27,938,469
181,2,1,1,2,27,26,30,24,26,38,43,35,987,106,182,640
182,2,2,1,1,32,27,33,27,19,17,28,35,510,526,437,359
183,1,2,2,1,31,16,19,16,27,28,33,49,81,668,590,230
184,2,1,1,2,30,31,27,25,54,7,21,3,866,41,227,712
185,2,1,1,2,32,31,37,24,21,43,34,30,595,8,77,701
186,2,1,2,1,28,33,31,32,42,28,16,29,863,473,971,144
187,1,1,2,2,20,26,32,31,26,19,33,19,391,17,794,855
188,1,2,1,2,22,25,37,23,31,19,26,27,284,871,179,862
189,1,2,1,2,30,27,22,20,23,19,35,33,493,704,403,771
190,2,1,1,2,30,24,36,30,20,18,35,35,754,153,160,890
191,1,1,2,2,25,25,28,32,18,47,39,5,201,56,726,824
192,1,2,1,2,36,21,34,21,36,20,29,17,303,798,24,958
193,1,2,2,1,32,30,32,31,27,15,36,5,173,634,912,141
194,2,1,2,1,28,26,32,22,29,47,19,38,746,178,568,252
195,1,2,2,1,25,26,28,24,26,27,8,28,33,656,624,31
196,2,1,1,2,27,30,23,29,12,54,38,22,622,352,326,573
197,1,2,1,2,28,32,23,30,31,32,34,24,416,991,139,688
198,1,1,2,2,36,24,28,26,29,24,31,37,407,218,873,547
199,1,2,1,2,30,32,31,24,35,33,23,32,293,804,392,649
200,1,1,2,2,33,18,26,26,46,42,22,25,421,412,943,972
201,2,1,2,1,27,25,26,22,25,33,14,20,633,198,593,375
202,2,2,1,1,27,25,33,29,25,29,37,28,628,921,430,386
203,1,2,2,1,20,26,22,26,8,19,29,21,146,846,825,90
204,2,1,2,1,28,35,25,30,29,22,30,33,940,332,974,247
205,2,1,2,1,26,29,30,22,28,52,24,43,521,452,765,40
206,2,1,1,2,25,31,19,32,18,28,33,22,598,257,487,915
207,2,1,2,1,26,28,32,18,13,30,9,16,705,295,602,264
208,1,2,2,1,26,29,31,32,46,24,27,38,115,650,689,162
209,2,1,2,1,26,33,26,30,22,3,27,22,723,152,761,356
210,2,1,1,2,31,33,26,29,17,34,25,23,902,44,337,752
211,2,1,1,2,30,28,26,21,45,38,29,54,530,137,420,918
212,1,2,2,1,16,28,27,32,26,15,27,33,411,632,505,195
213,2,1,1,2,25,29,26,25,28,35,32,28,844,107,228,519
214,2,1,1,2,29,29,26,29,20,23,37,-5,999,39,113,523
215,2,1,2,1,21,27,21,25,23,24,33,13,979,110,513,480
216,2,1,1,2,19,14,25,17,27,25,24,38,925,53,462,973
217,2,2,1,1,25,29,28,29,28,20,12,28,626,836,111,71
218,1,1,2,2,27,25,29,32,20,13,12,14,291,365,623,669
219,2,1,2,1,25,34,31,27,34,49,33,33,644,498,898,316
220,2,1,1,2,27,26,25,30,30,35,30,42,645,438,357,562
221,2,1,2,1,22,26,27,25,39,21,28,35,891,25,813,222
222,1,2,1,2,26,22,23,26,18,13,23,11,79,952,419,934
223,1,1,2,2,24,31,24,26,42,25,41,31,319,312,565,884
224,2,1,2,1,27,27,34,24,4,24,33,28,907,135,769,143
225,2,1,1,2,21,24,31,28,26,18,17,23,566,378,237,916
226,1,2,2,1,25,30,26,26,14,43,22,25,84,970,777,274
227,1,2,2,1,26,27,31,27,31,20,19,40,401,627,872,429
228,1,2,2,1,26,20,22,34,43,32,27,37,265,867,713,50
229,2,1,1,2,25,24,23,27,16,32,40,34,583,245,296,770
230,1,1,2,2,22,23,31,29,28,25,20,28,280,6,534,981
231,1,2,2,1,27,30,18,23,40,37,38,19,367,903,571,243
232,2,1,1,2,35,23,26,32,42,26,24,17,955,4,9,662
233,1,2,2,1,27,34,21,22,13,32,28,22,224,827,736,309
234,1,2,1,2,36,27,23,26,18,26,16,17,324,956,194,605
235,1,1,2,2,26,37,40,30,34,19,35,32,335,398,859,742
236,2,2,1,1,32,27,25,29,24,21,27,24,642,936,432,482
237,2,1,1,2,31,13,32,17,21,29,30,44,858,187,128,997
238,1,2,1,2,29,32,27,29,37,31,21,30,366,926,261,616
239,1,2,2,1,23,26,27,23,38,42,28,36,330,994,941,104
240,1,1,2,2,29,36,25,30,23,36,38,40,175,199,960,541
241,2,1,2,1,35,36,26,24,19,38,17,34,882,294,780,317
242,1,2,2,1,32,29,29,23,5,21,28,30,171,739,874,231
243,1,2,2,1,30,31,26,28,41,20,51,15,460,613,905,441
244,2,1,2,1,27,28,30,20,38,26,16,23,606,151,715,301
245,1,2,1,2,25,23,29,24,26,36,20,45,474,904,440,887
246,1,2,2,1,36,34,32,19,33,32,20,44,463,641,984,336
247,1,2,2,1,35,26,25,20,35,33,32,16,184,600,502,381
248,1,2,1,2,33,22,32,27,14,35,25,38,85,604,444,518
249,2,1,2,1,26,24,27,29,16,38,39,40,659,132,639,251
250,2,1,2,1,19,32,26,29,30,35,24,16,913,457,680,235
