groupid,gender1,gender2,gender3,gender4,round2score1,round2score2,round2score3,round2score4,round3score1,round3score2,round3score3,round3score4,id1,id2,id3,id4
22,1,2,2,1,10,8,11,19,12,3,16,12,60fb03b73448287eb43f0706,6688583698ac0c14d67453cb,5e4db97c679288216771f059,66465a9ce1c681c9cbb78eca
23,1,1,2,2,18,9,8,9,19,10,9,2,5c59c96e69dff80001306b0b,63e53d570132a56f38a678ee,5ed929186e439f4729693f32,5fb08ec5ddc19949a58f5a4f
24,1,1,2,2,16,8,9,17,17,12,11,18,60ce5270f1695ea416c25fc3,65b3dc2f924ee9deee8b40b9,664413a1fae91cf971a208f7,60bd4bfc88b646e72d772977
25,2,1,2,1,9,11,13,8,8,6,16,20,5eadc384e00264461f74d7c8,63eeaf9f8433c653dedbd574,627bbdcbf1475a64687a8cec,5eed39d96b25b8147870a324
26,1,2,1,2,17,14,9,8,17,15,11,8,677c3d0ebaa424fbb517455b,60a4d6687102dca378b945bb,6765f0f70b5bf9820e27589e,66e9d794bd67a9a02ca66a8f
27,1,2,2,1,17,34,18,11,9,26,16,13,5f7d026c6fd2421d2dc1af04,5ecb8c295b660e710cb6fbac,5f369f5484d5ad083b7ce317,668a922e45bcf95efdf3de93
28,2,1,1,2,16,9,18,6,14,10,17,4,66ef7a5b05edfd0f5bed68a6,5c12d53683c3cb0001172e89,5fa4c21a04bc5912180291bc,665a1158d75699007466a154
29,1,2,1,2,14,14,18,12,17,16,24,14,63d79c177448168e7afd6930,65099be3415f7ca701bb2a0b,63d7c4b261d53fcf4f1dcd64,5ea720a669cae10d910fba3e
30,2,1,2,1,12,2,11,8,17,4,14,8,67dbeabb9f3bd066c8a56685,6138f7e0ad42e592ca5f2024,62e641e757a7c8640079fbd9,614b48c503acbabe9a1f2769
31,2,1,1,2,11,17,16,17,16,25,17,0,6761936cd42ea657c0bce1af,5c9f4ad2bbce4600016f3771,5702fde2d4cf7f00089471f3,663ea705b761e95caebf67eb
32,2,1,2,1,3,11,12,21,8,16,9,14,6753746b1f8827e2bd586bf0,66ad3561c1e5c019916365fb,5e55b355bf80730d4682c2e1,6128ac21a266b9cf5decd445
33,2,2,1,1,21,11,19,12,21,0,18,16,5a460b57b77a5000014a890c,5b7467ea50075a0001107043,5ee7606915ecab01d42ddde6,629f2dccc6e91be06559e2f1
34,1,2,2,1,16,25,10,10,11,21,13,9,6658b23217b161dc426bd14d,6776c27223642df043c8d191,648b0da96c691f55898087bf,58106d17a513590001b1ec9e
35,2,1,2,1,11,16,7,12,16,13,9,10,66f0c0c84e16372a15a5b264,653d14bc14d143d888af01b0,5d2e3cdf6835130001aa16f0,5da0e89440b1c70014aaf74b
36,2,1,1,2,8,12,10,16,9,13,14,17,60e05286953f8b51d4f6661c,6938256c2d72f274e7ffcd79,61664028d0451f1bf8b9b031,5ed40545225e613ba9f16b57
37,2,1,1,2,11,8,32,9,11,11,24,5,615875cd00a23fb41e865fc0,6267a4624333d6f655d22fa9,5af2a03697a14300017d2ba4,66903bb5296cadf03b1a6d6e
38,1,2,1,2,16,11,8,21,11,10,19,17,63d447dff5d5b197f0d02275,663111e4283e7281c63fc949,67ec9fc858f4594fd069d5ff,66a90e7caa371f25183bdce2
39,1,2,1,2,16,11,9,24,9,12,22,24,63d13ca3a2e69ec8e19569f2,56818073c5767f00121d21c5,65b537602cf1fbd4f77c7909,5faf5be7eb05711e07faf4cf
40,1,1,2,2,2,8,12,8,5,9,9,10,5ca102f57114700016da340d,614df174218d02dcb98b96a7,647652cb5644044df439e1fb,5ad4a1eb754a0d0001622e5e
41,2,1,1,2,8,8,16,17,0,15,17,16,5f75285712d5ca1a99723b3a,5dde8fba82f458000c8c7c75,5f1072dbfd703f084bb995f7,5d95fe287f664d0016591f9b
42,1,1,2,2,15,6,11,13,13,6,11,17,66d31a1b0515fe747830bab9,62e0251cc2818b23981bfa87,646b776eca37542a899c1de5,60154af277ec314fd8fe1449
43,2,1,1,2,24,16,12,21,19,13,11,17,66535915cbec1d69819d3933,5b1bc42168a5ed0001737ef3,5ee0df4ff87654455ad1cb9a,56780a5a89319e0011644cb4
44,1,2,2,1,17,13,16,25,12,12,8,26,6732a0596021ef9a4ca8a50c,61bb396840db417c1a138e3d,67261e11a3b1f0efae30f22e,5c2dae2110677f0001dd1137
45,1,2,1,2,8,22,12,10,17,17,12,17,5c9034a2eedbd9001573ca14,562a2eaac8ffc20012514145,5e099e7f76c03b255e2b61da,5d6c10948cb0f70017b1f7a4
46,2,1,1,2,13,1,9,12,16,9,7,14,61113f20a9497a72b0c1ed6c,5da9a1659413e4001505d7f7,67e923d008c9e3479c33f071,6384704a7b906e6298d5087f
47,2,1,2,1,10,9,6,18,13,16,5,19,62fbc9730a4b70bcc1c942b3,5ebb26c872b18c0f47c14bb4,668dc78c1b388adf48d7f329,5d34862748bf98000146b64f
48,2,1,2,1,9,11,16,9,16,0,19,7,5c55dfdcb419770001c0e8eb,642edde09e616b33709868d0,5d5a48a67ca41f0001e97f8b,6079fce53f74f77426b40b44
49,1,1,2,2,13,11,11,17,9,17,18,14,66784c32524d51faa546901b,66f5366c7e5543684f266590,66a426bcd6c66d59e395617b,66abc79f0812c1f89a25adfb
50,1,1,2,2,21,19,16,29,18,17,12,29,5c636bc3302b1e0001e69dce,63871b9b1348fcc9c891db01,678da017eecfeb40cd30b706,572b912c3ab9df000dba9eef
51,2,1,1,2,10,20,11,17,17,16,14,18,56bd7bf3d4e2180005a86846,6426cfe964863ee2ff26642f,62fb7a556d690575998ccb79,5aabd6cb44adc700014c865c
52,2,1,1,2,0,24,9,16,20,19,13,16,5e28b99e1aacba092acd8cbd,61003c2003503aa8e90b6a31,5ea19dcac30e0005e6e6b6e3,66479cbe39361370f0d85484
53,1,2,2,1,16,16,12,5,13,17,16,8,60151380a2273d594f63aae3,654514db35400eff3daddcf5,66edc72a30ec9b38153f1b50,67d1e699af2dd980a764accb
54,1,1,2,2,19,18,3,16,17,24,7,11,64d5219df0415c9a7c609c19,610713aeac4904cc5d90e76d,66773db510940dbd43e1e679,6148bbcd519a30b146897026
55,2,2,1,1,9,9,9,9,11,8,16,12,58dedd9f167bc20001b4a66d,631610af8e747093cd90e00d,61446a1ecda939d3c22d9787,5a870482f49c9a0001f3941b
56,2,1,1,2,11,20,8,8,11,20,9,9,6756d8d07b3444c59eeff05c,61517957a9ccf240eb5e5231,5aad21134ea21d000101bbff,5f540fc665e3b6148c04f10e
57,1,2,1,2,17,12,10,19,8,13,8,18,5f68c1702f31dc032ac57b43,5dd343f19595a13585492c99,66d0c734cbeb44f369a39ee9,67e80fd6ef19882569cf49d3
58,2,1,1,2,18,17,10,17,16,12,19,17,613a32539be30e10dca2c288,57160a57cd6ea20011dae249,5c345ebad4f77a0001a91ec0,6736d9badac6c2599d5b0c5d
59,1,1,2,2,24,16,18,10,23,19,9,17,57d5ab3a722df500017f3622,67842c60c9cba1e154a69bbd,5a9c4162b5e2110001c6d247,6775f7bf80cba9df1032a472
60,1,2,2,1,13,16,17,24,20,17,18,16,64623fb9c31bd4da22cb60fd,6547a144c2b79e88bad24eab,5e6a923f59a3bd04d5edc606,6760a1e051f418d6ac0490d8
61,2,1,2,1,17,21,17,16,12,10,18,12,67df9761fdf65d6304d16a58,60a2b88063b41b4e34cf7b4a,6777f3e9760d3844217b5ea8,67e3af773eb23823fcdff620
62,1,2,2,1,26,16,17,9,18,14,16,16,5bf5aa89d944c300012634cc,6105ba07b4fa0867eaed2f5b,60b0015eb67dca63ffe16ae0,5c01758473cbae00010f654a
63,1,1,2,2,16,16,4,8,17,16,19,11,5bf1de1556a321000106fae0,65ad35a96f13be31e82d4d70,67c30fa686975bc2ce38a2b9,63d00f33d7efb157962e105b
64,1,2,1,2,8,14,4,1,11,16,1,9,5ea051f6ef1e88000bbae035,65a5418510f8dd6605fd790d,5dd2d8126ac608000a330132,5855b89fee6ade0001fa2f45
65,2,1,2,1,9,19,16,16,10,24,10,17,6610ca6d1c7fe8e3861d0de2,6673705315e1f2006697c6da,674d4315219570a745daddc3,67bf2c95cf70e4409f3fb705
66,1,1,2,2,16,22,17,17,12,25,17,21,6143e022ec8dfbce17b7e211,64125a2a86177f9e395541f1,5c4266e71fad93000122d5cf,652177a98948564c40f43f99
67,2,1,2,1,18,13,17,25,16,12,16,22,6718b9492c331fe6c69f1666,59e8502b7f3d71000171df0a,5fd0261b85dd3e087609bee6,653703627539f3a8b2ed4af3
68,2,1,1,2,8,24,4,4,6,25,8,9,67df234b06278e2a4675d416,5f74c371cf5ee90cf77e175e,622a11c552b2b35bab72a39c,6724d3673a5391f6e028d659
69,1,1,2,2,34,25,13,24,24,25,17,20,5e53eb33ef87a902f39b1b77,62b83b38b58d74dd0efa46c5,66be5fde262694b5262482b1,5d40959e4db54a0016fecb7b
70,1,2,2,1,10,10,13,16,16,10,13,11,671d5f4c6dae15f98003d7b2,667e000c4bfb9ea4c3e01d66,574ce0a57fd0ec000db73aa6,63b726bd148ea7d9910f50d2
71,2,1,1,2,12,13,10,13,9,10,9,16,65c14eb17b368ee1ed773e03,63d3f951dd046a4bc2b9cea9,5d63c128888f91000176ecbc,604bfe99dcaa286218d25fca
72,2,2,1,1,16,8,16,9,16,9,19,11,63e5885f80bfde889d559aa9,67648b2d2ca3bdd206096be7,673bb97db4dca498acdce737,67253674cbd9660a78160144
73,2,1,2,1,18,9,16,16,20,10,16,16,66e77c1f53b8d806313b5314,614c3ad2075d2710db4dc03e,5a8c5f67000dab00018cd8f0,665ceb52bf7bc5f5f2016e83
74,2,1,1,2,8,13,23,8,17,16,20,6,5c6d67f4a9317a00011fe203,5e0f69380fb798000a199566,5e7ca836a60b642ec70880b1,6674d66310b6684b86ddf7b9
75,1,2,2,1,12,1,17,6,17,9,14,4,68c9a88016a72793ea49ad8c,5ba248657b196f0001967f28,648dd5ff84a1dfe40201f286,67ae22e234039c88a4aaac98
76,2,1,1,2,8,30,14,8,10,16,8,9,568e7e33e3ef9e000da202a7,672a6f5fc7bda7ce7ce814a7,5fb8d29daff3bb26b233b979,5f146f8b9a35f72602d03ddc
77,1,2,2,1,16,13,12,11,12,11,17,14,588a59813e1f290001aa78c1,61496cada4d62f06804fa610,6766ff0b4fe513778222e146,66312361cf5d4099e1330532
78,1,1,2,2,12,16,10,8,12,13,14,8,6658ed9e2802dccba9041ca4,60ede71b5261321901a2a31c,66ba0c9b81da2bf8b7d87021,672a21a1fce596116252b41e
79,1,2,2,1,12,9,13,24,16,1,14,16,55d51a6b8ce09000127d4821,672843ac39c5f80cfdc21d37,67019da3d61ec847660f1821,6776cdf98d57e424a247e48a
80,2,1,2,1,17,6,26,9,16,8,16,9,5c4f7b99b33a5300013dbfdd,666445e5b72745f04a4f57d6,5ed51b1808865206f3d88900,63222311994c6e4c35bb2a55
81,1,2,2,1,10,25,9,8,11,24,8,16,5f6c9d2ec9a73b06b88f19c2,668173a56ae4ada528986b1d,6726c70622b97e6722fa53d8,6346f29c47d00fd118ae60ba
82,2,2,1,1,11,11,0,17,8,11,17,18,62b39c0ea0a9909088d4270f,65edd3b5dab4b33aaf29cbd0,5a5d1194acc75b00017a7b8f,5c4723041fba0b0001fca7c3
83,2,1,1,2,14,9,8,11,6,8,10,9,5be5c05fd153f500019a2ef2,6772e0f1846cebdd54673b53,603b9be389c6cf7d0dd74fd1,64650afa150778d11c8b81db
84,2,1,2,1,11,16,1,10,17,17,8,6,66043087e6f547531945bb3f,675a42d99110f59947a4f393,5b7535d184850400011a07b8,66904eae25e477d074070a89
85,1,1,2,2,10,21,16,6,16,18,20,5,5a75e9c119042000015569af,66620cf0297a4b3c61f5a8ee,6277dd39dea28b8907aeef70,66d395c19ecb2d5c8acc6680
86,1,2,1,2,12,21,20,12,13,18,25,16,614e0468bbbac16be38fa13f,6644ba9c868c5e3ef67f56db,5c2004c3da51990001e165b2,5e1829a4388ec910efd56602
87,2,1,2,1,9,11,8,10,16,16,11,15,5a9d223b89de8200013f1893,63d7b30ddc8ceb61c74fe85b,6691641b6724549f46d3d8d3,5f5619f562b184a17775b3d5
88,1,2,1,2,16,17,17,10,12,25,16,14,665e680164927b18554b66ec,6765ab69842652ea50e57d07,671663a07ad59e771a6e6f91,666bf1b39a86d62453090531
89,2,1,2,1,12,11,9,25,20,22,9,19,62b984dec02e2435d603008b,66c5eba428243ee82ef2e306,5d52aab4d01b31001941a7f1,667b36a0609df7ce1b55b889
90,2,2,1,1,17,10,19,0,16,5,17,10,5c43a1f04dc8b90001ce5895,571fdcb14b8ecc0013c24fcb,5f51947ba90f9b3ea1d2fe61,669d6e67b980bf3846b82e8f
91,2,2,1,1,11,16,11,9,9,16,10,13,60f1fa8f73bf9815c88dc8cb,583ef6f5ad2f4300014b358d,668c893a3a9a1a960c28e9ad,66fdd81f708d36dbc86f85be
92,2,1,1,2,10,13,1,8,12,12,10,9,673f6ffebce20832346325de,66e8073478375ba1494b2d20,5d75674dc410fd000166d2f0,65524ce2443c9df5aba5960c
93,2,2,1,1,16,6,14,16,17,8,21,10,67045932c671e52de9f8bc4c,60a1e1f4a3707c983a98f185,605ab9d5c01d0b0fc69930c5,6116754fdcf6e3da227e654f
94,2,1,1,2,16,16,13,6,13,18,16,15,6156e5a04232a8cff11724d6,5b2fda4e530770000105a60a,669c182b2a59d2c81e9053ad,66aafcc3d4f933f032778877
95,1,2,2,1,9,16,28,10,9,12,18,16,65fe68e5b1d5c8d77f85ea15,5a9ad69adbdb470001eee577,5fb8b141a2e5dd63494c80f1,5d514a73f20feb00160b5e0e
96,1,2,1,2,16,13,12,18,24,16,21,19,6530316e660f5b8d9c11c00e,5c5ca0ce4ee81200018eaf51,677168d70ec2f9f7f9f6ac05,59f8a0bbf4217300016cc405
97,2,1,2,1,8,0,24,11,8,10,20,9,664212577c09653c94741aab,63ffcb367b500c516d0648a2,6658d27edd60f6a0b5dcb504,5c4e38f4d3a5e300018363ba
98,1,2,1,2,3,11,9,8,5,17,12,9,673a5584f867e07b649219c7,675b6bf5887bccb7fad6c44d,5fa3f95e37e424055200c834,640349ae900739316aca0f9f
99,1,2,2,1,5,5,16,19,16,3,10,17,5f3bc91327d97393a0c56178,62ea57db8ebcd07b26b66eec,5e2881eaa9af590560d04047,63ebd39a63bb79b50d438ab7
100,2,2,1,1,0,24,4,12,9,16,12,8,5e57e67bb836e0000d222062,6638068d9ab49383d1fe00ae,60d0d5e930dc4a90889b2321,674a0461b10836f07aa6d857
101,1,1,2,2,20,16,8,14,19,17,12,16,5ef7c6094ffead5091899f98,6091ac218e7f69f8814a5af2,5e15d85bd62abeba42692ed3,66747a68ffbb5cc37d6d2773
102,1,2,1,2,10,4,15,11,16,9,6,9,59bc49e93c45a10001ccc853,6701206a49833a2065d10763,6150792b260ce6cdd47941c9,673b7de4a2e905d7e456db70
103,2,2,1,1,9,9,14,18,8,12,4,19,55747e4afdf99b6752df4183,66abd5f44f64fabe413971e8,5ee10c33a3011311034f2cb1,64275e53f51a5ed4f6b7d019
104,2,1,2,1,11,16,6,32,16,16,2,23,67d9ef30fe8af2858e8dbbd3,60a3ac51b06fa9eb29a105bc,63f2cff7f0a6f682868f2ca0,6697c11cb2a452583e99cd86
105,1,2,1,2,17,11,18,3,16,12,12,8,66095f32c9a782ed6acaf8fb,67a796cd3ddc2ecc4a26fa35,5f8ef8e63fdd230d00f5d0e4,5dae30fea05d370017a0b47f
106,2,1,2,1,16,8,14,17,13,8,11,16,66a8eda4f49a5a822db402ef,6743316520c610ff047fd40a,60de4cc94dfda4d9e1948e6d,63469f35701f6b1eb1e76b1f
107,1,2,2,1,0,8,12,9,0,3,20,11,67334911eb1de6dd02fc126a,5d4252914733ca0018ff29d7,682873b45f6f878f3e09f079,665dea227996cd7a1459279b
108,1,2,2,1,8,11,17,5,14,10,16,8,6346c87f6c3fc6c26d3bd2a9,673fdde3acac4ea91c9611ed,5e182f9a2bf95110ffac1ed9,664a0d8b5ef52adae600c9fa
109,2,1,2,1,5,17,16,19,9,14,8,16,5e917b152952914a6d3043c2,631a7e87e82e9f1c74a68d7e,6657f15cef4ca4b8c204a8fd,66b2601dc55a5c978d9c0ce7
110,2,1,1,2,25,8,10,13,24,11,9,15,6772ed74a16a7086a77e5d6e,6673a9c76ee756c94bd7a893,64b7ead0f4ee022ce90b7339,62a6c39ce82d993784c0b352
111,2,2,1,1,14,25,19,22,18,18,18,17,5d33589df665c6001ab9a801,65b902363d7d5bf26cb8c876,628f827eeb876ed2617881e7,6741952bc1bf313739497ac2
112,2,1,1,2,9,18,19,19,12,25,18,18,66e4970deb6632c346bf3982,5a4d194c87c6f8000137d680,6346c49dbe9e9ee7946d6ebc,6137d3b8b1252a85f556d3d8
113,2,1,1,2,11,16,18,21,16,8,17,25,613d0bef49567e90a537d4d1,622b9908a530683a9c67740b,59cff8eed227970001199862,60e67bc1585c7158f6f9116a
114,1,1,2,2,17,8,16,17,16,10,18,20,586fabdf2bd3c900018599a9,62f4904296e62ae6c19127d4,669e61adbefb042cfd423117,6658b2f9550b0dbb2338592e
115,1,1,2,2,24,24,20,18,18,24,20,14,66735e86343dec85410151d0,6698a55a16b90d04fa1af2bd,6666251b91a637999fba3144,5e7e1679f8a96f4be83e51e4
116,1,2,2,1,9,4,17,17,13,1,17,18,674df7409688c680113b8316,6734ce376321fc2b50bc7074,63d405a83ba700cc5bb12e9c,60e946b21766932f648d56e0
117,1,2,1,2,11,6,14,5,16,10,16,2,5e1b2b3e4a955b350b1e0a63,6776b7f857f30f9dfdcac3b1,5b07b71c68eff50001d1c859,5d329756062745001921494a
118,2,2,1,1,17,16,17,19,16,20,19,18,588938e3b08cc30001b77771,5c38dab0f0ae4c00011238c1,63e548215b42b3f3aa069dc2,5ea060b71ce81301340a6b64
119,2,1,1,2,12,9,18,19,9,11,17,25,6772f847510be103b1306979,66908eecc135ec77905c2810,63d6f725f81a32a4bbce7c89,6658b5ca5f6a7ef6d4527b29
120,1,2,1,2,11,2,9,8,11,11,12,20,6741d562a02fc6b69d3c6812,66703d3e1078fb050306b4bc,5e222506c5b5a208addb7155,62fb8e94ce94179d6a4e8277
121,2,1,2,1,22,11,17,10,16,12,11,20,6684b71a5615b7da8e59ce56,67ed6ee44fad10f49556159a,6634e6202da0719ae4ec6455,661fb778b3e844f016a38e43
122,2,1,2,1,14,25,18,16,17,19,13,9,5c5ff87f8c0552000109d7de,67a5243ba34736474426ab7f,60e49d8302404edb1e133168,67e0863f736da524dbe7ac66
123,2,2,1,1,19,15,2,24,16,16,10,19,5bc913d99427200001dd47f5,5e399832a6df461b2f4db341,632b3639f61612815d100608,676d4df3d8f09dc5f1994d7d
124,1,1,2,2,12,3,14,12,17,3,16,8,59d4b084115096000190dbce,66b50357f28ed24fa377665b,571bdaa76b0894001362f780,59fd7b4a728b1b0001ad86fc
125,2,2,1,1,17,10,14,13,16,11,12,16,6785704c3b1ab8813a4958b0,661149a91b7fad3a3d2caf0c,62ed040473cc253bdb75b3bf,5d13d6a2d4888600182efdd6
126,2,1,1,2,16,24,23,24,11,24,17,22,603f82cb2fafec01e1d6470a,5f51529b15e36638fe535eae,6636e5ffb1e341fa2390a2c0,6773e80a0f70aac32ee3dfda
127,1,2,2,1,2,9,8,10,9,19,10,13,67fb712344e93ae6c23a6805,66562875b665d8e2b1b6fc66,58ad509da7d4580001044215,5a9fa90f873cda00010d29d8
128,1,2,2,1,11,16,11,9,18,19,7,9,660d53ffb54d05e5ae6c56f2,5d07ce4eb4fd5c001cee075c,60d4817e29759c91a36132e2,6007626d299a4c1474621584
129,1,2,2,1,24,14,18,10,23,10,10,16,65595aaabe1790ca0d744fbc,66306ac39d18c5aad9685a9e,5cb4ba4be73904000194a733,6385176faa1fd90c21cd7cb0
130,1,2,1,2,4,12,20,19,4,16,16,20,67911b9be5af0ac0763a28c7,66ca41de318c12cd9f59b13a,601c6550e46634796f5fc53d,61673b692a55fba0f6b8abf1
131,2,1,1,2,12,19,4,10,9,19,12,16,667a3ea3429027d377819d6a,61764e1beb549c53760eaab7,6400e0dd862feacb579475a8,590d0c9c1211f9000142af16
132,2,1,1,2,18,18,27,11,17,24,17,9,6664927aa7e156f84937c5bf,65600aa7ff0c0fcf0ddcda34,5b94d08a41cfe90001c6a249,67238b38bf08c37994b9f688
133,2,1,2,1,9,11,10,10,12,16,9,7,5b4a3ab1bc06c90001f902f4,6026e312c1e1234396ed6e7d,66116b936273edeae82eb481,681b72a2c71900147281b597
134,2,1,2,1,20,16,10,8,0,21,13,12,6112d76b0e4c125f011bfb8e,6086c333d6eb73cfdd564e90,5ea986542bd79508d1d3cd7e,637b9edf2a2055bf16796ae6
135,1,2,2,1,20,1,3,8,17,10,12,9,66acd6fce13998efa02007a6,66928f171518765c5f8cea5b,6149d516a3c16102a1a816bb,66048ef245166519a03d0fef
136,2,1,1,2,4,10,16,8,9,10,18,8,67adb092487be88c66cc52e3,65651805d1afb42ba1a55476,67c5d7d4bfda0ffd6d9a5ef8,66e05f2a0ec721282adc76de
137,2,2,1,1,16,21,15,16,11,18,16,0,5f58c306ee03f104eb88bae3,5fbafd1b299177bdcc7aa4ac,5f232c73d12b450ca5c68c76,62a33f629f9fe91f831c2afc
138,1,1,2,2,10,15,17,3,10,16,10,12,629e5d789a6c92c8fbf8df95,643fd27bdf8bbe600ff7fcc3,6764698dfd3a27abba661f46,5922fd354d88c800013cb29b
139,1,2,2,1,18,8,12,8,21,4,13,11,67d0c546e34a839a2c0d67a0,6813fb6e6bf8c3d60d489aa4,67901f88600a4a86b07e5d99,62dcc5dc8fcf471ec987e7cf
140,1,1,2,2,16,16,16,8,16,25,0,8,63337737be6252ad76e5f983,610525c46749d49578a452d7,60abbb05288f7eeb1312c3b7,5c72af4a04d7bc00013899b3
141,2,1,1,2,16,3,11,8,8,16,8,8,56cf595331a5bc000be1c8c9,6726d16c98d4b6498e4f2a69,66e4c4358de330a06b4d33f1,5ea32a0ea7b59a0c92e82ac8
142,1,2,1,2,8,8,16,9,1,12,17,17,67e3281497a9f68c5c7ff062,615eca41d537883c96fc9eec,5ea96c415a6a4e068b6d1e84,65df6496db01100e362d8898
143,1,2,1,2,10,10,19,9,16,17,17,16,568aab53316b10000d50d76b,5d192384c1e685001a907257,6104f643566bca4643370eba,66045682d629a940764580ed
144,2,1,2,1,12,11,20,10,14,12,19,12,6148beccb767e62c451ce7bc,665e26502758155528c8793e,5ba641d1168e5e0001e4275d,6413573794d196f457448a39
145,2,1,2,1,6,16,10,9,8,20,16,16,671ac509e93a57b5220b3d4e,55e876f25e4d360012cc283d,65ae2baa95efab88c481edc3,67744dd5d793cc3d79ba38fc
146,2,1,2,1,3,25,18,12,10,24,19,16,6769288134782c10a82b7080,62c4223a1f32b720c8f30148,60990fe5302151169b0cb021,5ddee2c82e4a05e53854a5d4
147,1,1,2,2,8,17,11,9,8,17,15,16,5f58a4009e4e760112ac30d7,663a7dc83986ee24fb6ec0e6,60147f790be39349d775e4f2,5f61371454efa10bdcfc588d
148,1,2,1,2,28,3,11,16,21,10,20,16,5d24e4ba5018e900158d31f1,62b1ca10f34adfd4c7a2449f,6308dca0fefa374b1d697aba,5a8e886f0f1bce0001227b49
149,2,1,1,2,19,25,4,17,17,18,9,18,61085127e5234dfd63a0c740,6668929d181484a688e8d5d0,5e1f2837d95637258ebc9ace,67574b45d3ce260ceb80bbce
150,2,1,2,1,9,17,18,10,9,17,11,14,664003b962a847c71db3ebb0,653946cbef89fd6232a8ec50,6294b77f8782497d0f35bd25,5ea433f82992293d5e604ad1
151,1,1,2,2,20,16,8,0,17,12,12,4,6658b14931847f8a05c3d266,663bdaa8efe54667f41a46ca,5fd6b4a35025425f9acafb30,6765db00a847d25603e7ac52
