groupid,gender1,gender2,gender3,gender4,round2score1,round2score2,round2score3,round2score4,round3score1,round3score2,round3score3,round3score4,id1,id2,id3,id4
96,2,1,1,2,31,23,33,34,22,21,29,24,645,206,118,595
97,1,2,2,1,20,32,28,16,22,24,14,18,423,589,654,75
98,1,2,1,2,26,25,22,27,35,23,27,35,200,776,399,815
99,2,1,2,1,24,30,23,29,18,23,30,20,676,257,624,346
100,2,2,1,1,23,21,21,35,31,55,12,22,965,727,140,289
101,2,1,1,2,29,23,35,21,30,36,41,35,967,157,340,759
102,1,2,1,2,23,33,30,31,23,7,24,32,429,843,158,847
103,2,1,1,2,24,24,19,28,35,35,37,29,851,301,192,673
104,1,2,2,1,30,20,32,25,31,37,39,36,49,834,955,184
105,1,1,2,2,25,25,22,25,24,40,28,26,420,422,588,514
106,2,1,1,2,22,33,26,25,18,-3,22,9,888,166,494,832
107,2,1,1,2,29,24,30,29,19,34,15,24,799,323,114,702
108,1,2,1,2,35,28,21,23,17,30,13,36,363,693,316,674
109,2,1,1,2,20,30,26,28,20,30,21,38,531,461,300,962
110,1,2,2,1,17,27,27,28,25,18,15,31,498,931,578,230
111,2,1,2,1,24,13,24,33,28,28,39,43,660,191,573,278
112,2,2,1,1,26,33,31,18,24,42,38,25,894,987,180,487
113,2,2,1,1,37,29,24,21,39,18,15,51,928,655,45,393
114,1,1,2,2,27,31,24,34,24,39,28,27,194,400,761,545
115,1,2,2,1,28,32,17,33,22,37,21,26,225,756,855,32
116,1,2,1,2,31,21,28,23,27,39,32,29,151,692,120,831
117,1,2,1,2,19,29,28,18,22,12,35,31,457,969,214,728
118,1,1,2,2,26,25,19,21,32,26,21,15,325,91,798,986
119,1,1,2,2,23,37,22,23,36,46,17,32,389,465,757,732
120,2,1,1,2,33,21,27,25,27,29,20,28,726,245,207,569
121,1,2,1,2,39,34,19,27,30,23,18,36,62,611,36,909
122,1,2,1,2,26,29,23,16,31,34,30,49,483,827,80,775
123,1,2,1,2,28,30,34,33,43,42,23,29,425,867,216,801
124,1,1,2,2,26,21,21,21,37,36,32,28,2,40,744,577
125,1,1,2,2,28,34,22,18,11,23,-3,17,282,117,959,897
126,2,1,1,2,24,19,29,29,52,26,51,29,554,378,480,767
127,1,1,2,2,23,24,36,24,21,27,27,42,296,291,597,749
128,1,1,2,2,24,23,24,28,48,33,30,30,347,398,731,992
129,2,2,1,1,24,36,30,28,20,24,28,18,968,616,110,17
130,1,1,2,2,35,29,19,22,23,21,39,18,167,74,821,546
131,2,2,1,1,28,26,32,30,19,8,30,29,906,641,54,82
132,2,1,1,2,37,26,27,28,21,22,31,7,845,367,15,785
133,2,1,2,1,24,25,27,28,30,27,29,38,720,412,560,450
134,1,2,1,2,24,29,37,20,13,14,27,42,387,564,181,682
135,2,2,1,1,29,24,30,28,29,23,31,29,997,889,134,130
136,2,1,2,1,33,20,26,24,31,34,4,14,826,104,745,209
137,1,2,2,1,26,26,27,34,35,34,14,32,60,874,529,471
138,2,2,1,1,23,27,17,27,26,17,14,36,665,891,30,313
139,1,2,2,1,30,34,23,36,36,10,40,2,264,716,736,12
140,2,1,1,2,26,27,31,30,21,36,25,12,857,155,174,671
141,2,2,1,1,21,26,27,14,24,22,19,22,905,740,39,298
142,1,1,2,2,31,33,28,23,42,21,33,29,33,267,940,771
143,2,1,1,2,22,28,28,36,17,40,19,37,772,338,352,679
144,2,1,1,2,27,38,24,25,37,7,31,31,636,319,374,916
145,2,2,1,1,26,30,25,31,31,37,29,24,677,526,371,139
146,1,2,1,2,26,24,30,26,33,20,40,17,237,543,64,535
147,1,2,1,2,22,25,24,27,26,25,26,5,256,918,170,809
148,2,2,1,1,23,26,24,29,35,40,37,30,734,612,141,55
149,2,2,1,1,21,23,26,27,31,20,33,38,629,632,305,7
150,1,2,2,1,22,25,30,18,27,10,29,27,21,921,600,283
151,2,2,1,1,25,28,24,29,39,29,33,40,664,777,440,103
152,2,1,2,1,32,20,23,30,27,21,24,56,644,98,656,270
153,1,2,2,1,30,34,29,27,33,31,30,47,84,533,559,499
154,1,2,1,2,24,30,18,32,24,-1,42,22,133,631,108,808
155,1,2,1,2,23,24,31,17,30,30,26,23,177,890,343,723
156,2,2,1,1,33,37,30,22,28,35,19,25,700,686,149,196
157,1,2,2,1,37,27,33,33,24,31,31,37,409,713,512,96
158,2,2,1,1,22,33,27,30,23,13,28,27,506,536,460,107
159,2,1,2,1,28,20,25,20,16,22,46,32,893,20,956,115
160,1,2,1,2,27,28,33,24,33,25,34,25,388,750,127,793
161,1,2,1,2,29,31,32,23,38,19,24,40,202,625,162,995
162,1,1,2,2,23,25,32,30,20,26,40,11,67,314,971,837
163,2,1,2,1,27,31,25,21,17,36,24,8,758,203,743,337
164,2,1,2,1,32,24,36,26,24,21,24,30,841,51,575,109
165,1,2,1,2,24,26,31,19,23,10,14,29,99,936,365,537
166,2,2,1,1,21,31,26,28,24,-3,42,27,988,824,227,72
167,2,1,2,1,37,27,22,19,35,9,49,13,618,31,973,419
168,2,1,1,2,35,20,29,28,22,35,26,27,730,116,163,724
169,1,2,1,2,25,18,25,38,24,43,23,28,385,778,453,954
170,1,2,2,1,19,30,29,32,26,24,29,37,172,712,946,136
171,2,1,2,1,24,27,34,31,27,11,16,34,864,246,795,418
172,2,1,2,1,24,28,22,32,25,14,19,28,584,137,556,138
173,2,2,1,1,19,31,28,33,45,53,22,36,503,614,439,351
174,1,2,2,1,28,31,32,27,26,8,31,35,94,651,856,106
175,1,1,2,2,32,21,29,32,51,20,26,29,205,421,719,555
176,1,1,2,2,39,25,19,19,39,17,33,47,208,241,622,853
177,2,1,1,2,17,26,24,30,24,9,16,17,835,470,42,944
178,2,1,1,2,30,28,33,35,35,25,27,21,933,233,105,617
179,2,2,1,1,17,22,33,31,40,35,18,26,661,964,25,376
180,2,1,2,1,30,24,33,26,13,9,19,21,804,414,880,90
181,1,2,1,2,17,29,32,30,28,45,20,23,481,598,59,521
182,2,1,1,2,22,29,20,33,29,32,29,15,567,286,234,902
183,2,2,1,1,15,29,23,24,24,17,39,27,718,796,165,86
184,1,1,2,2,31,28,31,15,12,30,37,29,78,9,924,802
185,2,1,2,1,26,25,24,25,39,15,28,31,639,26,810,287
186,1,1,2,2,37,35,29,23,32,38,23,21,73,171,819,582
187,2,1,2,1,25,36,26,26,34,26,21,23,548,299,787,438
188,1,1,2,2,25,23,28,22,28,18,9,18,447,475,748,862
189,1,2,2,1,31,27,25,32,14,13,33,37,469,699,879,195
190,1,2,1,2,26,29,30,35,10,19,25,36,442,620,145,901
191,1,2,2,1,28,24,20,21,39,35,29,34,434,773,519,401
192,1,2,1,2,24,31,23,35,18,23,29,41,27,849,430,985
193,2,1,2,1,26,28,37,24,17,30,30,19,884,488,871,335
194,1,2,2,1,25,25,21,19,18,29,48,32,280,935,572,186
195,1,2,2,1,25,18,32,28,14,48,20,18,223,844,530,123
196,2,1,1,2,40,28,25,35,51,18,22,11,753,273,3,650
197,1,2,2,1,25,25,34,36,23,33,23,36,182,593,549,295
198,1,2,1,2,27,26,30,18,39,30,20,25,368,886,249,670
199,1,1,2,2,26,25,26,29,20,30,7,22,493,63,689,948
200,1,1,2,2,26,30,25,33,26,28,22,26,391,495,938,806
201,2,1,2,1,33,26,25,28,12,24,42,26,605,294,892,16
202,1,2,1,2,29,34,31,30,27,32,16,31,307,621,468,539
203,2,1,2,1,23,23,25,24,28,30,15,31,912,183,509,344
204,2,1,2,1,22,30,34,31,27,34,22,33,610,251,816,444
205,1,2,2,1,25,29,29,23,21,22,28,33,197,975,825,428
206,1,2,1,2,27,31,27,21,11,32,36,22,326,873,168,697
207,2,1,1,2,30,31,14,19,25,24,29,17,688,159,359,574
208,1,2,2,1,28,16,27,28,26,24,26,12,424,607,643,404
209,1,2,1,2,23,27,30,22,28,22,23,19,410,977,383,623
210,2,1,2,1,25,35,29,38,35,15,34,30,501,476,518,248
211,1,1,2,2,32,17,25,29,49,40,25,16,433,390,658,703
212,1,2,1,2,31,28,26,27,25,33,14,37,193,838,34,648
213,2,1,1,2,30,35,35,29,17,19,27,15,913,360,342,751
214,2,1,2,1,32,29,26,28,42,44,16,26,685,381,522,189
215,1,2,1,2,29,25,29,20,35,16,35,2,331,934,70,553
216,1,2,2,1,25,28,30,33,31,18,31,27,396,590,542,8
217,2,1,2,1,30,31,35,14,27,10,40,29,687,66,704,464
218,2,2,1,1,22,30,27,25,42,-2,45,15,770,599,431,486
219,1,1,2,2,23,25,35,19,43,21,29,31,213,61,900,908
220,1,1,2,2,19,31,33,27,23,18,23,27,413,382,596,998
221,1,2,2,1,31,39,25,30,27,28,18,32,407,562,917,19
222,1,1,2,2,35,23,26,26,39,18,27,17,121,484,863,563
223,2,2,1,1,23,30,33,34,17,20,29,30,949,591,437,284
224,2,1,2,1,34,26,24,30,37,26,8,43,784,386,603,489
225,1,1,2,2,23,20,19,26,26,17,32,10,306,243,926,701
226,1,2,2,1,30,28,29,23,28,21,56,11,178,657,725,491
227,2,1,1,2,26,24,34,17,5,23,18,24,994,328,97,765
228,1,1,2,2,26,20,26,22,25,30,31,34,384,403,524,649
229,1,2,2,1,23,29,28,32,27,33,26,33,71,953,626,240
230,2,1,1,2,27,29,28,24,20,45,41,27,976,406,215,683
231,1,1,2,2,27,29,39,32,29,29,14,7,24,43,766,876
232,1,2,1,2,29,23,27,26,25,30,33,30,255,860,377,817
233,2,1,1,2,22,23,25,25,31,28,34,28,638,37,329,828
234,1,1,2,2,26,27,21,41,35,17,35,7,236,297,978,814
235,1,2,1,2,31,24,26,26,17,37,22,16,317,910,477,630
236,2,2,1,1,20,29,26,22,32,24,17,23,647,513,467,232
237,2,1,2,1,33,40,33,36,17,15,39,26,540,258,790,496
238,2,2,1,1,24,26,30,32,-4,16,51,30,991,742,254,309
239,2,1,1,2,26,22,23,20,25,24,35,38,783,221,125,788
240,1,1,2,2,31,36,22,27,14,37,27,28,311,408,794,927
241,1,2,1,2,30,27,20,31,27,24,45,18,231,628,79,833
242,1,2,1,2,18,35,28,26,28,20,29,46,46,604,449,551
243,2,2,1,1,34,32,36,32,33,40,41,32,615,800,76,268
244,1,2,2,1,35,31,31,28,25,24,40,1,349,904,739,35
245,1,1,2,2,25,28,33,31,23,26,40,25,451,219,915,780
246,2,1,1,2,34,29,17,31,20,19,38,40,950,10,455,782
247,1,2,1,2,23,32,21,19,51,30,32,25,244,698,266,812
248,1,2,2,1,20,17,22,20,19,14,10,34,176,961,929,275
249,1,2,2,1,23,18,28,27,-1,45,26,32,128,872,941,69
250,2,1,2,1,32,16,30,31,17,19,22,24,878,456,511,14
